正在執行最佳組合回測以生成報表...

====================================================================================================
  一、 詳細交易流水帳 (按日期排序)
====================================================================================================
    日期      代號   方向    股數      價格      變動金額      實現盈虧  
20250728    8086     買入        388     97.00         37,636           0
20250728    2455     買入        251    150.00         37,650           0
20250728    2462     買入      1,546     24.35         37,645           0
20250728    1560     買入        106    354.00         37,524           0
20250728    2612     買入        719     52.30         37,604           0
20250728    8033     買入        482     78.00         37,596           0
20250728    1909     買入      3,502     10.75         37,646           0
20250728    3543     買入      1,032     36.45         37,616           0
20250728    6928     買入        635     59.00         37,465           0
20250729    7769     賣出         40   1527.08         61,083      -1,979
20250729    6739     賣出         95    441.38         41,931         595
20250729    1560     賣出        106    343.38         36,398      -1,179
20250729    2454     賣出         12   1362.86         16,354        -530
20250729    3587     賣出        147    198.71         29,211        -599
20250729    7734     賣出         29   1285.27         37,273      -1,207
20250729    4903     賣出        931     31.04         28,898        -936
20250729    2345     買入         29    853.00         24,737           0
20250729    2301     買入        200    124.50         24,900           0
20250729    6488     買入         71    348.50         24,744           0
20250729    6584     買入        117    213.50         24,980           0
20250729    5493     買入        291     85.70         24,939           0
20250729    3081     買入         62    398.00         24,676           0
20250729    8996     買入         81    305.00         24,705           0
20250729    6923     買入        258     96.60         24,923           0
20250729    3090     買入        329     75.90         24,971           0
20250729    2729     買入        123    202.00         24,846           0
20250730    6584     賣出        117    207.10         24,231        -785
20250730    2455     賣出        251    145.50         36,521      -1,183
20250730    3081     賣出         62    386.06         23,936        -775
20250730    4721     賣出        181     82.32         14,901       2,031
20250730    1303     賣出        460     38.70         17,802       2,900
20250730    5371     賣出        220     79.00         17,380       2,487
20250730    8033     賣出        241     95.30         22,967       4,142
20250730    1909     賣出      3,502     10.43         36,518      -1,183
20250730    6928     賣出        317     72.90         23,109       4,380
20250730    5493     賣出        291     87.90         25,579         604
20250730    2729     賣出        123    201.00         24,723        -158
20250730    8932     買入        348     76.75         26,709           0
20250730    5469     買入        377     71.00         26,767           0
20250730    2027     買入        671     39.85         26,739           0
20250730    6781     買入         22   1205.00         26,510           0
20250730    1519     買入         40    668.00         26,720           0
20250730    6290     買入        244    109.50         26,718           0
20250730    2313     買入        405     66.10         26,770           0
20250730    6234     買入        991     27.00         26,757           0
20250730    5258     買入        372     71.80         26,710           0
20250730    6805     買入         29    895.00         25,955           0
20250731    2368     賣出         58    374.50         21,721       3,425
20250731    2301     賣出        200    120.76         24,153        -782
20250731    6788     賣出        141    259.50         36,590        -406
20250731    1815     賣出        459     54.60         25,061       4,377
20250731    1802     賣出        728     23.90         17,399       2,491
20250731    2462     賣出      1,546     24.20         37,413        -286
20250731    2612     賣出        719     50.73         36,476      -1,181
20250731    8299     買入         36    542.00         19,512           0
20250731    2449     買入        172    115.00         19,780           0
20250731    2645     買入        167    119.00         19,873           0
20250731    6121     買入         49    405.00         19,845           0
20250731    5243     買入        305     65.10         19,856           0
20250731    1304     買入      1,760     11.30         19,888           0
20250731    8045     買入        190    104.50         19,855           0
20250731    2429     買入        225     88.10         19,822           0
20250731    1305     買入      1,623     12.25         19,882           0
20250731    1326     買入        682     29.15         19,880           0
20250801    8299     賣出         36    525.75         18,927        -613
20250801    3167     賣出         83    187.00         15,521       2,721
20250801    2027     賣出        671     38.90         26,102        -675
20250801    1304     賣出      1,760     10.96         19,291        -625
20250801    1305     賣出      1,623     11.88         19,285        -625
20250801    1326     賣出        682     28.28         19,284        -625
20250801    4766     買入         30    382.50         11,475           0
20250801    4991     買入         73    160.50         11,716           0
20250801    3081     買入         29    400.00         11,600           0
20250801    6669     買入          4   2720.00         10,880           0
20250801    6531     買入         36    323.50         11,646           0
20250801    1504     買入        217     54.40         11,805           0
20250801    1301     買入        283     41.80         11,829           0
20250801    8234     買入        110    107.00         11,770           0
20250801    5475     買入        328     36.00         11,808           0
20250801    2364     買入        119     99.40         11,829           0
20250804    8358     賣出        127    108.51         13,781       4,700
20250804    1519     賣出         40    647.96         25,918        -840
20250804    6290     賣出        244    106.22         25,917        -839
20250804    4760     賣出        281    136.28         38,296      -1,240
20250804    1301     賣出        283     40.55         11,475        -372
20250804    6234     賣出        495     33.60         16,632       3,248
20250804    5258     賣出        372     74.00         27,528         780
20250804    2317     買入         89    179.50         15,976           0
20250804    3645     買入        229     69.90         16,007           0
20250804    3596     買入         69    230.50         15,904           0
20250804    6469     買入        100    160.00         16,000           0
20250804    3044     買入         57    280.00         15,960           0
20250804    5392     買入        439     36.55         16,045           0
20250804    6561     買入         36    445.00         16,020           0
20250804    2374     買入        268     59.90         16,053           0
20250804    6894     買入         78    205.00         15,990           0
20250804    6727     買入        200     80.00         16,000           0
20250805    2429     賣出        225     85.46         19,228        -623
20250805    4991     賣出         73    155.69         11,365        -368
20250805    1786     賣出        562    110.10         61,874      -2,004
20250805    1303     賣出        461     37.50         17,287       2,353
20250805    2645     賣出         83    143.50         11,910       2,020
20250805    6727     賣出        200     89.50         17,900       1,877
20250805    5222     買入        102    135.50         13,821           0
20250805    3019     買入         89    155.00         13,795           0
20250805    2360     買入         28    494.50         13,846           0
20250805    6282     買入        484     28.80         13,939           0
20250805    8358     買入        122    114.00         13,908           0
20250805    3213     買入        115    121.00         13,915           0
20250805    2417     買入        324     42.95         13,916           0
20250805    6576     買入        176     79.10         13,922           0
20250805    4714     買入        691     20.15         13,924           0
20250805    4169     買入        159     87.41         13,898           0
20250806    6274     賣出        522    253.50        132,327      32,222
20250806    5475     賣出        328     34.92         11,454        -371
20250806    3081     賣出         29    388.02         11,253        -364
20250806    4931     賣出        233    128.50         29,940       4,274
20250806    6923     賣出        258     93.70         24,176        -783
20250806    2364     賣出        119    110.50         13,150       1,304
20250806    3543     賣出      1,032     36.45         37,612         -58
20250806    6213     賣出        378     96.52         36,483      -1,182
20250806    6291     賣出        243    139.19         33,823       8,029
20250806    2365     賣出        693     41.71         28,905        -936
20250806    6894     賣出         78    206.00         16,068          55
20250806    3213     賣出        115    117.37         13,498        -437
20250806    6576     賣出        176     79.30         13,957          15
20250806    8028     買入        240    166.50         39,960           0
20250806    1717     買入      1,427     28.10         40,099           0
20250806    1519     買入         61    648.00         39,528           0
20250806    1536     買入        653     61.40         40,094           0
20250806    6782     買入        213    187.50         39,938           0
20250806    6245     買入        487     82.30         40,080           0
20250806    2630     買入        851     47.10         40,082           0
20250806    4551     買入        263    152.50         40,108           0
20250806    2405     買入      2,228     18.00         40,104           0
20250806    6498     買入        297    135.00         40,095           0
20250807    2059     賣出          8   2925.00         23,400       3,972
20250807    6531     賣出         36    313.81         11,297        -366
20250807    6191     賣出        282    108.06         30,472       5,733
20250807    3036     賣出        474    130.47         61,841      -2,003
20250807    2316     賣出        627     75.09         47,081      16,691
20250807    6269     賣出        815     62.60         51,019        -480
20250807    6196     賣出        152    220.50         33,516       5,432
20250807    3090     賣出        329     73.62         24,223        -785
20250807    4169     賣出        159     90.90         14,453         535
20250807    5469     賣出        377     68.87         25,964        -841
20250807    6781     賣出         11   1405.00         15,455       2,181
20250807    2313     賣出        405     64.12         25,967        -841
20250807    6234     賣出        496     30.77         15,261       1,850
20250807    4766     賣出         30    371.02         11,130        -361
20250807    3019     賣出         89    150.35         13,382        -433
20250807    2630     賣出        851     45.69         38,880      -1,259
20250807    6498     賣出        297    130.95         38,892      -1,260
20250807    3605     買入        739     65.00         48,035           0
20250807    4991     買入        281    170.50         47,910           0
20250807    6191     買入        434    110.50         47,957           0
20250807    3526     買入        185    258.50         47,822           0
20250807    3324     買入         68    705.00         47,940           0
20250807    3090     買入        641     74.90         48,011           0
20250807    2634     買入      1,007     47.70         48,034           0
20250807    3689     買入        459    104.50         47,966           0
20250807    2476     買入        570     84.20         47,994           0
20250807    2228     買入        478    100.50         48,039           0
20250808    6191     賣出        434    107.18         46,518      -1,507
20250808    8028     賣出        240    161.51         38,761      -1,256
20250808    4991     賣出        281    165.39         46,473      -1,505
20250808    5536     賣出         59    587.00         34,633       6,922
20250808    3032     賣出        251    109.43         27,467       1,703
20250808    8046     賣出        236    168.95         39,873       9,149
20250808    3037     賣出        385    137.00         52,745       5,129
20250808    4958     賣出        215    129.00         27,735       3,944
20250808    3090     賣出        641     72.65         46,570      -1,508
20250808    8033     賣出        241    101.65         24,497       5,672
20250808    2374     賣出        134     74.10          9,929       1,891
20250808    4968     買入        249    157.50         39,218           0
20250808    4770     買入        131    300.00         39,300           0
20250808    6190     買入        863     45.60         39,353           0
20250808    2301     買入        284    138.50         39,334           0
20250808    4749     買入         58    670.00         38,860           0
20250808    3032     買入        359    109.50         39,310           0
20250808    1525     買入        571     68.90         39,342           0
20250808    3673     買入      1,064     37.00         39,368           0
20250808    4908     買入        410     96.00         39,360           0
20250808    6933     買入        157    250.00         39,250           0
20250811    4749     賣出         58    649.90         37,694      -1,221
20250811    6442     賣出         57    648.00         36,936       5,484
20250811    2345     賣出         14   1020.00         14,280       2,321
20250811    2421     賣出        130    133.50         17,355       2,514
20250811    3044     賣出         28    328.50          9,198       1,347
20250811    6669     賣出          2   3175.00          6,350         902
20250811    3535     賣出        325     63.09         20,505       6,462
20250811    6933     賣出        157    242.50         38,073      -1,233
20250811    2449     賣出         86    140.00         12,040       2,136
20250811    3526     賣出        185    250.75         46,388      -1,503
20250811    1525     賣出        571     66.83         38,162      -1,236
20250811    4908     賣出        410     93.12         38,179      -1,237
20250811    5439     買入        112    279.00         31,248           0
20250811    8103     買入        567     55.40         31,412           0
20250811    2027     買入        730     43.00         31,390           0
20250811    2637     買入        502     62.50         31,375           0
20250811    3030     買入        188    167.00         31,396           0
20250811    6223     買入         27   1145.00         30,915           0
20250811    8028     買入        206    152.50         31,415           0
20250811    6125     買入        400     78.50         31,400           0
20250811    3036     買入        248    126.50         31,372           0
20250811    7822     買入         61    511.91         31,227           0
20250812    8028     賣出        206    150.64         31,031        -429
20250812    3036     賣出        248    126.83         31,453          36
20250812    6928     賣出        318     69.70         22,165       3,376
20250812    2027     賣出        730     41.71         30,449        -986
20250812    6121     賣出         49    392.85         19,249        -624
20250812    4714     賣出        691     20.45         14,131         187
20250812    6245     賣出        487     79.83         38,878      -1,259
20250812    5475     買入        501     37.30         18,687           0
20250812    3037     買入        131    142.50         18,668           0
20250812    4966     買入         26    718.00         18,668           0
20250812    2455     買入        123    151.50         18,634           0
20250812    6191     買入        170    110.00         18,700           0
20250812    1303     買入        460     40.65         18,699           0
20250812    2313     買入        270     69.30         18,711           0
20250812    4722     買入        229     81.60         18,686           0
20250812    5225     買入        164    114.00         18,696           0
20250812    8034     買入        839     22.30         18,710           0
20250813    6191     賣出        170    106.70         18,139        -588
20250813    5439     賣出        112    270.64         30,311        -982
20250813    2455     賣出        123    146.96         18,076        -585
20250813    3324     賣出         68    690.00         46,920      -1,088
20250813    1519     賣出         61    651.00         39,711         127
20250813    4770     賣出        131    291.00         38,121      -1,235
20250813    8932     賣出        174     94.00         16,356       2,982
20250813    3037     賣出        131    138.23         18,108        -587
20250813    3189     賣出        309    103.00         31,827         729
20250813    4526     賣出        397     36.90         14,649       2,444
20250813    6781     賣出         11   1309.49         14,404       1,130
20250813    6469     賣出        100    158.50         15,850        -173
20250813    3605     賣出        369     75.70         27,933       3,914
20250813    3217     買入        175    187.50         32,812           0
20250813    6197     買入        180    182.00         32,760           0
20250813    1326     買入      1,115     29.50         32,892           0
20250813    8069     買入        123    267.00         32,841           0
20250813    5439     買入        113    290.00         32,770           0
20250813    7749     買入         50    654.00         32,700           0
20250813    6215     買入        219    150.00         32,850           0
20250813    5607     買入        619     53.10         32,869           0
20250813    3694     買入        440     74.70         32,868           0
20250813    2316     買入        385     85.30         32,840           0
20250814    6223     賣出         27   1265.00         34,155       3,196
20250814    8996     賣出         40    365.50         14,620       2,403
20250814    5439     賣出        113    281.30         31,787      -1,030
20250814    2301     賣出        284    134.35         38,154      -1,236
20250814    1717     賣出        713     35.05         24,991       4,927
20250814    4968     賣出        249    152.78         38,041      -1,232
20250814    3217     賣出        175    181.88         31,829      -1,031
20250814    5607     賣出        619     51.51         31,883      -1,033
20250814    6584     買入        114    213.00         24,282           0
20250814    3078     買入        251     97.20         24,397           0
20250814    1810     買入      1,107     22.10         24,465           0
20250814    7750     買入         28    865.98         24,247           0
20250814    6209     買入        766     31.90         24,435           0
20250814    3402     買入        197    124.00         24,428           0
20250814    5314     買入     18,707      1.31         24,465           0
20250814    1316     買入      1,722     14.20         24,452           0
20250814    6672     買入        279     87.40         24,385           0
20250814    3230     買入        432     56.60         24,451           0
20250815    3078     賣出        251     94.29         23,666        -767
20250815    3694     賣出        220     87.10         19,162       2,704
20250815    3706     賣出        419     92.50         38,758       6,868
20250815    3032     賣出        359    106.22         38,131      -1,235
20250815    6488     賣出         71    364.00         25,844       1,066
20250815    5222     賣出        102    131.44         13,407        -434
20250815    4966     賣出         13    836.00         10,868       1,520
20250815    8069     賣出        123    258.99         31,856      -1,032
20250815    7749     賣出         50    634.39         31,720      -1,027
20250815    1810     賣出      1,107     21.44         23,731        -769
20250815    5314     賣出     18,707      1.29         24,056        -444
20250815    1316     賣出      1,722     13.77         23,719        -768
20250815    6510     買入         28   1080.00         30,240           0
20250815    6438     買入        163    186.00         30,318           0
20250815    6213     買入        272    111.50         30,328           0
20250815    2371     買入        728     41.70         30,358           0
20250815    2367     買入        967     31.40         30,364           0
20250815    6469     買入        186    163.00         30,318           0
20250815    3376     買入        126    240.00         30,240           0
20250815    2612     買入        553     54.90         30,360           0
20250815    9914     買入        263    115.50         30,376           0
20250815    8213     買入        851     35.70         30,381           0
20250818    4722     賣出        114     97.30         11,092       1,776
20250818    3030     賣出         94    204.00         19,176       3,455
20250818    3376     賣出        126    234.00         29,484        -799
20250818    8045     賣出         95    133.00         12,635       2,694
20250818    2317     賣出         44    210.00          9,240       1,331
20250818    2417     賣出        324     44.80         14,515         579
20250818    2228     賣出        239    117.50         28,082       4,029
20250818    8034     賣出        839     22.05         18,500        -237
20250818    9914     賣出        263    112.03         29,465        -954
20250818    5234     買入         54    313.50         16,929           0
20250818    6274     買入         53    323.00         17,119           0
20250818    2211     買入        185     92.40         17,094           0
20250818    5439     買入         59    290.00         17,110           0
20250818    7749     買入         27    630.00         17,010           0
20250818    6418     買入        532     32.20         17,130           0
20250818    6944     買入         34    502.00         17,068           0
20250818    6806     買入      3,973      4.32         17,158           0
20250818    8464     買入         36    473.00         17,028           0
20250818    3481     買入      1,383     12.40         17,149           0
20250819    8358     賣出        122    168.95         20,612       6,684
20250819    6213     賣出        136    135.00         18,360       3,174
20250819    1815     賣出        460     74.08         34,078      13,348
20250819    1303     賣出        460     42.35         19,482         756
20250819    6469     賣出        186    163.00         30,318         -43
20250819    5392     賣出        219     42.90          9,395       1,379
20250819    5225     賣出        164    110.58         18,136        -587
20250819    3402     賣出        197    120.28         23,695        -768
20250819    6672     賣出        139    106.50         14,804       2,637
20250819    3230     賣出        432     54.90         23,718        -768
20250819    6806     賣出      3,973      4.19         16,643        -539
20250819    8464     賣出         36    458.81         16,517        -535
20250819    1303     買入        521     47.05         24,513           0
20250819    2402     買入        419     58.50         24,512           0
20250819    8210     買入         38    636.00         24,168           0
20250819    3363     買入         66    367.00         24,222           0
20250819    2606     買入        410     59.70         24,477           0
20250819    3081     買入         47    515.00         24,205           0
20250819    3490     買入        920     26.65         24,518           0
20250819    4768     買入        170    143.50         24,395           0
20250819    1313     買入      2,179     11.25         24,514           0
20250819    4555     買入        557     44.00         24,508           0
20250820    3017     賣出        147   1048.51        154,131      53,881
20250820    2059     賣出          8   2912.01         23,296       3,869
20250820    8210     賣出         38    616.91         23,443        -759
20250820    6805     賣出         29   1016.46         29,477       3,485
20250820    3661     賣出          2   3942.21          7,884       1,595
20250820    6584     賣出        114    206.61         23,554        -763
20250820    5475     賣出        501     49.72         24,912       6,197
20250820    2345     賣出         15    988.99         14,835       2,022
20250820    3694     賣出        220     95.24         20,952       4,494
20250820    2383     賣出         15   1195.02         17,925       5,533
20250820    3081     賣出         47    499.54         23,479        -760
20250820    6669     賣出          2   3136.37          6,273         825
20250820    2308     賣出         25    630.02         15,751       5,236
20250820    7822     賣出         61    547.60         33,404       2,133
20250820    8021     賣出        494     92.49         45,689      28,375
20250820    3363     賣出         66    356.00         23,496        -761
20250820    3715     賣出        351    101.19         35,517      16,958
20250820    6197     賣出        180    176.54         31,778      -1,029
20250820    1313     賣出      2,179     10.91         23,779        -770
20250820    3305     賣出        476     97.52         46,422      14,484
20250820    6215     賣出        219    145.50         31,865      -1,032
20250820    1802     賣出        729     34.25         24,967      10,038
20250820    1303     賣出        521     45.64         23,778        -770
20250820    2449     賣出         86    129.12         11,104       1,200
20250820    8045     賣出         95    121.79         11,570       1,629
20250820    1326     賣出      1,115     28.62         31,906      -1,033
20250820    8234     賣出        110    106.68         11,735         -52
20250820    6282     賣出        484     27.94         13,521        -438
20250820    2634     賣出      1,007     46.27         46,593      -1,509
20250820    3689     賣出        459    105.77         48,547         513
20250820    2228     賣出        239    108.06         25,825       1,772
20250820    6438     賣出        163    180.42         29,408        -953
20250820    2367     賣出        967     30.46         29,453        -954
20250820    6418     賣出        532     31.23         16,616        -538
20250820    2606     賣出        410     57.91         23,743        -769
20250820    3490     賣出        920     25.85         23,783        -770
20250821    5439     賣出         59    288.91         17,046         -88
20250821    1504     賣出        108     63.80          6,890       1,007
20250821    4968     買入        719    146.00        104,974           0
20250821    3653     買入         66   1590.00        104,940           0
20250821    8021     買入      1,125     93.30        104,962           0
20250821    1303     買入      2,513     41.80        105,043           0
20250821    4571     買入        507    207.00        104,949           0
20250821    5314     買入     82,293      1.28        105,052           0
20250821    6576     買入      1,288     81.50        104,972           0
20250821    3708     買入        833    126.00        104,958           0
20250821    5521     買入      7,958     13.20        105,046           0
20250821    2634     買入      2,247     46.40        104,261           0
20250822    6442     賣出         58    778.37         45,145      13,142
20250822    2211     賣出        185     89.63         16,581        -537
20250822    8021     賣出      1,125     90.50        101,815      -3,298
20250822    5498     賣出      1,506     25.82         38,890      21,924
20250822    6213     賣出        136    123.62         16,813       1,627
20250822    1727     賣出        955     36.54         34,893       9,120
20250822    1303     賣出      2,513     42.35        106,432       1,238
20250822    6576     賣出      1,288     81.40        104,843        -279
20250822    4968     賣出        719    141.62        101,826      -3,298
20250822    6190     賣出        863     46.61         40,225         816
20250822    8103     賣出        567     53.74         30,470        -987
20250822    2637     賣出        502     61.50         30,873        -547
20250822    6125     賣出        400     79.58         31,831         386
20250822    5314     賣出     82,293      1.24        101,901      -3,301
20250822    6672     賣出        140     97.52         13,653       1,400
20250822    8213     賣出        851     35.25         29,998        -426
20250822    4571     賣出        507    200.79        101,802      -3,297
20250822    3708     賣出        416    148.50         61,776       9,285
20250825    6274     賣出         53    313.30         16,605        -538
20250825    6944     賣出         17    595.00         10,115       1,569
20250825    2316     賣出        385    103.48         39,839       6,951
20250825    2327     賣出        248    143.00         35,464       4,358
20250825    8086     賣出        194    113.50         22,019       3,174
20250825    2612     賣出        553     54.20         29,973        -430
20250825    6561     賣出         36    442.50         15,930        -113
20250825    2308     買入        172    680.00        116,960           0
20250825    2449     買入        866    135.50        117,343           0
20250825    3715     買入      1,087    108.00        117,396           0
20250825    2316     買入      1,039    113.00        117,407           0
20250825    2481     買入      1,900     61.80        117,420           0
20250825    4927     買入      3,987     29.45        117,417           0
20250825    3694     買入      1,186     99.00        117,414           0
20250825    6805     買入        108   1085.00        117,180           0
20250825    5309     買入      2,024     58.00        117,392           0
20250825    2352     買入      3,677     31.80        116,929           0
20250826    3653     賣出         33   1965.00         64,845      12,300
20250826    3167     賣出         83    207.41         17,215       4,415
20250826    3694     賣出      1,186     96.03        113,892      -3,689
20250826    2316     賣出      1,039    109.61        113,885      -3,689
20250826    3715     賣出      1,087    104.76        113,874      -3,689
20250826    6209     賣出        383     38.25         14,650       2,415
20250826    4768     賣出        170    148.00         25,160         730
20250826    3019     買入        280    164.50         46,060           0
20250826    3005     買入        326    141.50         46,129           0
20250826    2059     買入         15   3035.00         45,525           0
20250826    4915     買入        568     81.20         46,122           0
20250826    2354     買入        627     73.50         46,084           0
20250826    4951     買入        555     83.00         46,065           0
20250826    4749     買入         62    741.00         45,942           0
20250826    8038     買入        820     56.20         46,084           0
20250826    3041     買入      1,593     28.95         46,117           0
20250826    3306     買入        844     54.60         46,082           0
20250827    2059     賣出         15   2943.98         44,160      -1,430
20250827    8038     賣出        820     54.51         44,702      -1,448
20250827    5243     賣出        152     76.80         11,674       1,764
20250827    2634     賣出      1,123     54.60         61,316       9,134
20250827    3708     賣出        417    135.99         56,706       4,089
20250827    3443     買入         15   1395.00         20,925           0
20250827    8028     買入        141    154.50         21,784           0
20250827    1303     買入        481     45.30         21,789           0
20250827    6683     買入         49    439.00         21,511           0
20250827    6691     買入         45    483.00         21,735           0
20250827    6919     買入        107    202.00         21,614           0
20250827    4772     買入         83    262.00         21,746           0
20250827    6584     買入         91    238.00         21,658           0
20250827    6245     買入        236     92.00         21,712           0
20250827    3491     買入         59    364.50         21,506           0
20250828    6919     賣出        107    195.94         20,966        -679
20250828    3443     賣出         15   1353.17         20,298        -657
20250828    4927     賣出      3,987     28.57        113,895      -3,689
20250828    1303     賣出        481     43.94         21,136        -685
20250828    1504     賣出        109     68.50          7,466       1,528
20250828    2317     賣出         45    206.00          9,270       1,181
20250828    1536     賣出        326     72.90         23,765       3,721
20250828    6245     賣出        236     89.24         21,061        -682
20250828    2476     賣出        285     98.10         27,958       3,927
20250828    7749     賣出         27    630.02         17,011         -23
20250828    8046     買入        133    213.00         28,329           0
20250828    2467     買入        136    208.00         28,288           0
20250828    3583     買入         73    385.00         28,105           0
20250828    3363     買入         76    368.50         28,006           0
20250828    6667     買入        101    279.50         28,230           0
20250828    3563     買入         49    571.00         27,979           0
20250828    6274     買入         85    332.50         28,262           0
20250828    2233     買入        105    267.50         28,088           0
20250828    3715     買入        254    111.50         28,321           0
20250828    2344     買入      1,423     19.90         28,318           0
20250829    2313     賣出        135     81.10         10,948       1,579
20250829    2371     賣出        728     40.45         29,447        -954
20250829    5309     賣出      2,024     56.26        113,871      -3,688
20250829    2354     賣出        627     71.30         44,703      -1,448
20250829    4951     賣出        555     80.51         44,684      -1,447
20250829    2233     賣出        105    259.48         27,245        -882
20250829    3163     買入        110    245.00         26,950           0
20250829    2371     買入        661     40.90         27,035           0
20250829    1295     買入        180    150.00         27,000           0
20250829    8155     買入        171    157.50         26,932           0
20250829    7749     買入         42    642.00         26,964           0
20250829    5222     買入        185    146.00         27,010           0
20250829    6442     買入         30    900.00         27,000           0
20250829    3665     買入         27   1000.00         27,000           0
20250829    2426     買入      1,428     18.95         27,061           0
20250829    8390     買入        381     71.00         27,051           0
20250901    6805     賣出        108   1052.46        113,665      -3,682
20250901    2368     賣出         59    462.44         27,284       8,672
20250901    3706     賣出        420     92.03         38,653       6,687
20250901    8046     賣出        133    206.61         27,479        -890
20250901    3715     賣出        254    108.15         27,471        -890
20250901    3596     賣出         69    228.47         15,765        -163
20250901    3019     賣出        280    159.57         44,679      -1,447
20250901    4966     賣出         13    765.55          9,952         605
20250901    7749     賣出         42    622.73         26,155        -847
20250901    2371     賣出        661     39.67         26,224        -849
20250901    2352     賣出      3,677     30.85        113,422      -3,674
20250901    2467     賣出        136    201.76         27,439        -889
20250901    1295     賣出        180    145.50         26,190        -848
20250901    8155     賣出        171    152.77         26,124        -846
20250902    6274     賣出         85    336.99         28,644         341
20250902    3563     賣出         49    584.23         28,627         608
20250902    6944     賣出         17    563.17          9,574       1,028
20250902    4722     賣出        115    137.36         15,796       6,399
20250902    8996     賣出         41    362.63         14,868       2,345
20250902    8028     賣出        141    159.50         22,490         674
20250902    3044     賣出         29    304.02          8,817         685
20250902    3665     賣出         27    969.99         26,190        -848
20250902    5243     賣出        153     74.54         11,405       1,430
20250902    2404     賣出         20   1126.34         22,527      10,530
20250902    4551     賣出        263    157.51         41,424       1,259
20250902    4931     賣出        234    156.59         36,642      10,865
20250902    4526     賣出        397     36.72         14,578       2,373
20250902    5392     賣出        220     40.29          8,864         812
20250902    6510     賣出         14   1260.00         17,640       2,499
20250902    3041     賣出      1,593     28.08         44,734      -1,449
20250902    3306     賣出        422     64.10         27,050       3,976
20250903    3005     賣出        163    165.00         26,895       3,798
20250903    5536     賣出         60    898.33         53,900      25,719
20250903    3491     賣出         29    438.00         12,702       2,116
20250903    2405     賣出      2,228     18.70         41,664       1,503
20250903    2426     賣出      1,428     18.38         26,249        -850
20250904    3030     賣出         94    196.88         18,507       2,786
20250904    3583     賣出         73    373.45         27,262        -883
20250904    4958     賣出        216    179.94         38,867      14,965
20250904    1717     賣出        714     42.12         30,076       9,984
20250904    2402     賣出        419     56.75         23,776        -770
20250904    4555     賣出        557     46.52         25,911       1,368
20250904    8390     賣出        381     68.87         26,240        -850
20250904    2850     買入      1,082    118.00        127,676           0
20250904    2231     買入      1,025    124.50        127,612           0
20250904    6191     買入        854    149.50        127,673           0
20250904    3563     買入        206    617.00        127,102           0
20250904    3260     買入      4,864     26.25        127,680           0
20250904    4966     買入        166    768.00        127,488           0
20250904    4770     買入        402    317.00        127,434           0
20250904    3211     買入        338    377.00        127,426           0
20250904    7749     買入        213    597.00        127,161           0
20250904    5469     買入      1,484     86.00        127,624           0
20250905    4749     賣出         31    878.00         27,218       4,215
20250905    6191     賣出        854    145.02        123,844      -4,011
20250905    2481     賣出        950     72.90         69,255      10,462
20250905    4770     賣出        402    313.00        125,826      -1,790
20250905    6667     賣出        101    286.00         28,886         617
20250905    6691     賣出         45    492.50         22,162         397
20250905    5469     賣出      1,484     83.42        123,796      -4,010
20250905    6782     賣出        213    207.00         44,091       4,096
20250905    7749     賣出        213    630.02        134,194       6,852
20250905    6753     買入        390    178.50         69,615           0
20250905    6143     買入        480    145.00         69,600           0
20250905    2408     買入      1,409     49.40         69,605           0
20250905    1560     買入        203    341.50         69,324           0
20250905    2548     買入        639    109.00         69,651           0
20250905    3665     買入         64   1085.00         69,440           0
20250905    6271     買入        603    115.50         69,646           0
20250905    5439     買入        213    327.00         69,651           0
20250905    6223     買入         48   1435.00         68,880           0
20250905    6213     買入        542    128.50         69,647           0
20250908    2408     賣出      1,409     55.31         77,932       8,228
20250908    2344     賣出        711     24.60         17,491       3,322
20250908    2421     賣出        131    133.00         17,423       2,468
20250908    4772     賣出         41    307.50         12,608       1,850
20250908    6213     賣出        542    124.65         67,558      -2,188
20250908    5371     賣出        221    119.96         26,511      11,551
20250908    3645     賣出        229     73.35         16,797         767
20250908    5222     賣出        185    148.35         27,444         396
20250908    4915     賣出        568     80.10         45,497        -691
20250908    6683     賣出         49    425.84         20,866        -676
20250908    2548     賣出        639    105.73         67,562      -2,188
20250908    2408     買入        685     57.80         39,593           0
20250908    6177     買入        749     52.90         39,622           0
20250908    5309     買入        625     63.40         39,625           0
20250908    2208     買入      1,524     26.00         39,624           0
20250908    6789     買入        127    310.00         39,370           0
20250908    8358     買入        164    241.00         39,524           0
20250908    1717     買入        892     44.40         39,605           0
20250908    6138     買入        202    196.00         39,592           0
20250908    1504     買入        575     68.90         39,618           0
20250908    2402     買入        693     57.20         39,640           0
20250909    2408     賣出        685     56.07         38,405      -1,244
20250909    2402     賣出        693     55.48         38,450      -1,245
20250909    6177     賣出        749     51.31         38,433      -1,245
20250909    6187     買入         29    392.50         11,382           0
20250909    3264     買入        134     85.10         11,403           0
20250909    6739     買入         16    690.00         11,040           0
20250909    5289     買入         37    309.00         11,433           0
20250909    3019     買入         65    175.50         11,408           0
20250909    2472     買入        134     85.40         11,444           0
20250909    6191     買入         85    135.00         11,475           0
20250909    1477     買入         39    288.00         11,232           0
20250909    3694     買入        137     83.80         11,481           0
20250909    6526     買入         19    581.00         11,039           0
20250910    6187     賣出         29    380.72         11,041        -358
20250910    3694     賣出        137     95.24         13,047       1,551
