正在執行最佳組合回測以生成報表...

====================================================================================================
  一、 詳細交易流水帳 (按日期排序)
====================================================================================================
    日期      代號   方向    股數      價格      變動金額      實現盈虧  
20260114    3711     買入        168    290.50         48,804           0
20260114    8064     買入        852     57.40         48,905           0
20260114    2478     買入        652     75.00         48,900           0
20260114    6903     買入        170    285.00         48,450           0
20260115    6640     賣出        122    766.30         93,489      -3,028
20260115    1560     賣出         85    430.00         36,550       8,077
20260115    3265     賣出        417    144.50         60,256       8,475
20260115    2233     賣出        197    244.96         48,257        -669
20260115    1605     賣出      1,213     44.30         53,736       8,427
20260115    2478     賣出        652     72.75         47,434      -1,536
20260115    3693     賣出        145    369.57         53,588      -1,736
20260115    6934     賣出        257    157.50         40,478      12,795
20260115    3008     賣出         12   2405.58         28,867        -935
20260115    5425     賣出        720     65.86         47,422      -1,536
20260115    8279     賣出        391    126.00         49,266         321
20260115    2344     買入        558     99.80         55,688           0
20260115    5292     買入        291    191.00         55,581           0
20260115    3444     買入        709     78.50         55,656           0
20260115    3236     買入      1,517     36.70         55,674           0
20260115    3532     買入        405    137.50         55,688           0
20260115    6531     買入        117    475.00         55,575           0
20260115    6205     買入        851     65.40         55,655           0
20260115    4989     買入        905     61.50         55,658           0
20260115    8240     買入      1,205     46.20         55,671           0
20260115    1711     買入      2,215     25.00         55,375           0
20260116    6944     賣出        102    732.00         74,664      11,742
20260116    8996     賣出        138    692.29         95,536        -925
20260116    4973     賣出      1,089     53.00         57,717       8,751
20260116    2441     賣出        302    102.00         30,804       5,279
20260116    5347     賣出        466    139.50         65,007      13,207
20260116    6934     賣出        258    144.23         37,211       9,421
20260116    6205     賣出        851     63.44         53,986      -1,749
20260116    8064     賣出        852     55.68         47,438      -1,537
20260116    8240     賣出      1,205     44.81         54,001      -1,749
20260116    1711     賣出      2,215     24.25         53,714      -1,740
20260116    6284     買入        603     94.00         56,682           0
20260116    5288     買入        350    162.00         56,700           0
20260116    2455     買入        333    170.00         56,610           0
20260116    3443     買入         21   2610.00         54,810           0
20260116    8150     買入        907     62.50         56,688           0
20260116    8271     買入        459    123.50         56,686           0
20260116    2485     買入      1,489     38.10         56,731           0
20260116    5328     買入      2,067     27.45         56,739           0
20260116    3691     買入        537    105.50         56,654           0
20260116    5228     買入      1,926     29.45         56,721           0
20260119    6257     賣出        406    138.50         56,231       7,848
20260119    7751     賣出         64    839.06         53,700      -1,739
20260119    4772     賣出        229    349.20         79,967      -2,590
20260119    6903     賣出        170    276.45         46,997      -1,522
20260119    6953     賣出        202    265.78         53,688      -1,739
20260119    3444     賣出        709     76.15         53,987      -1,749
20260119    2308     買入         30   1145.00         34,350           0
20260119    3037     買入        123    278.00         34,194           0
20260119    3189     買入        174    197.50         34,365           0
20260119    1303     買入        456     75.50         34,428           0
20260119    2327     買入        120    285.00         34,200           0
20260119    1815     買入        342    100.50         34,371           0
20260119    2330     買入         19   1725.00         32,775           0
20260119    2497     買入        627     54.90         34,422           0
20260119    4958     買入        191    180.00         34,380           0
20260119    3092     買入      1,281     26.90         34,459           0
20260120    2329     賣出        812     69.90         56,759       8,295
20260120    4958     賣出        191    174.60         33,349      -1,080
20260120    6282     賣出        457     63.80         29,157       4,672
20260120    5328     賣出      1,033     33.60         34,709       6,312
20260120    2207     賣出        193    539.00        104,027      -2,081
20260120    2497     賣出        627     53.25         33,390      -1,082
20260120    6284     賣出        603     91.18         54,982      -1,781
20260120    5288     賣出        350    157.14         55,000      -1,781
20260120    2485     賣出      1,489     36.96         55,029      -1,782
20260120    3691     賣出        268    125.50         33,634       5,320
20260120    5228     賣出      1,926     28.57         55,020      -1,782
20260120    8046     買入        174    312.00         54,288           0
20260120    2492     買入        373    146.00         54,458           0
20260120    4967     買入        267    203.50         54,334           0
20260120    2478     買入        753     72.30         54,442           0
20260120    2233     買入        237    229.50         54,392           0
20260120    6548     買入      1,100     49.50         54,450           0
20260120    1514     買入        454    120.00         54,480           0
20260120    2497     買入      1,018     53.50         54,463           0
20260120    5340     買入        574     94.90         54,473           0
20260120    2369     買入      1,759     30.95         54,441           0
20260121    2408     賣出        444    251.82        111,810       8,211
20260121    3260     賣出        201    292.57         58,808       3,353
20260121    2344     賣出        558    106.68         59,529       3,761
20260121    3264     賣出        208    151.09         31,428       9,557
20260121    2329     賣出        813     64.01         52,040       3,516
20260121    6239     賣出        230    240.84         55,392       6,908
20260121    2233     賣出        237    244.96         58,055       3,585
20260121    2451     賣出        202    234.74         47,418      -1,536
20260121    8110     賣出      1,221     80.58         98,393      15,491
20260121    3006     賣出        209    145.14         30,335       8,463
20260121    3532     賣出        405    133.37         54,017      -1,750
20260121    3236     賣出      1,517     35.60         54,004      -1,749
20260121    8131     賣出        781     69.96         54,640      12,406
20260121    1605     賣出      1,214     40.57         49,248       3,901
20260121    8271     賣出        459    119.80         54,986      -1,781
20260121    2478     賣出        753     70.13         52,809      -1,711
20260121    5351     賣出        412     64.56         26,598       5,886
20260121    3092     賣出      1,281     26.09         33,425      -1,083
20260121    2497     賣出      1,018     53.50         54,463         -78
20260121    3374     賣出        573    168.49         96,547      -1,289
20260121    8436     賣出        388    146.00         56,648       8,273
20260121    5292     賣出        145    223.50         32,408       4,673
20260121    2329     買入      1,739     70.00        121,730           0
20260121    6285     買入        908    134.00        121,672           0
20260121    1519     買入        123    982.00        120,786           0
20260121    2367     買入      3,268     37.25        121,733           0
20260121    6205     買入      1,973     61.70        121,734           0
20260121    3374     買入        683    178.00        121,574           0
20260121    8996     買入        170    715.00        121,550           0
20260121    8271     買入        951    128.00        121,728           0
20260121    1528     買入      3,846     31.65        121,726           0
20260121    2489     買入      6,356     19.15        121,717           0
20260122    2329     賣出      1,739     67.90        118,078      -3,825
20260122    1815     賣出        342     99.81         34,136        -284
20260122    1303     賣出        456     77.80         35,477       1,000
20260122    3481     賣出      4,932     26.37        130,071      26,351
20260122    8271     賣出        951    124.16        118,076      -3,825
20260122    4973     賣出      1,090     53.39         58,192       9,181
20260122    1514     賣出        227    140.50         31,894       4,614
20260122    2441     賣出        303     99.60         30,179       4,569
20260122    1528     賣出      3,846     30.70        118,074      -3,825
20260122    6205     賣出      1,973     59.85        118,082      -3,825
20260122    3374     賣出        683    172.66        117,927      -3,820
20260122    2489     賣出      3,178     23.15         73,571      12,625
20260122    3081     買入        124    788.00         97,712           0
20260122    6510     買入         31   3120.00         96,720           0
20260122    1528     買入      3,242     30.20         97,908           0
20260122    8422     買入      2,212     44.25         97,881           0
20260122    6753     買入        600    163.00         97,800           0
20260122    6435     買入        613    159.50         97,774           0
20260122    5302     買入      7,475     13.10         97,922           0
20260122    3016     買入      1,302     75.20         97,910           0
20260122    8271     買入        783    125.00         97,875           0
20260122    3149     買入      1,688     58.00         97,904           0
20260123    6531     賣出        117    471.60         55,177        -477
20260123    5498     賣出      2,166     65.93        142,809      70,254
20260123    4989     賣出        905     59.66         53,988      -1,749
20260123    1717     賣出      1,768     64.38        113,816      23,165
20260123    6510     賣出         31   3026.42         93,819      -3,039
20260123    2367     賣出      1,634     44.10         72,059      11,106
20260123    6753     賣出        600    158.11         94,866      -3,073
20260123    2337     賣出      1,061     70.33         74,618      33,021
20260123    6770     賣出      1,087     62.45         67,886      25,650
20260123    3016     賣出      1,302     72.94         94,974      -3,076
20260123    5328     賣出      1,034     30.77         31,815       3,391
20260123    8271     賣出        783    121.25         94,939      -3,075
20260123    3135     賣出        198    122.71         24,296       9,465
20260123    6265     賣出        675     48.99         33,069      12,250
20260123    8422     賣出      2,212     42.92         94,945      -3,075
20260123    6435     賣出        613    154.72         94,841      -3,072
20260123    3701     賣出      1,006     53.35         53,671      -1,738
20260123    1528     賣出      3,242     29.29         94,972      -3,076
20260123    2369     賣出      1,759     30.02         52,809      -1,711
20260123    5302     賣出      7,475     12.71         94,986      -3,077
20260123    3105     買入        640    238.50        152,640           0
20260123    6239     買入        593    257.50        152,698           0
20260123    3374     買入        883    173.00        152,759           0
20260123    5274     買入         17   8900.00        151,300           0
20260123    1528     買入      5,296     28.85        152,790           0
20260123    6770     買入      2,358     64.80        152,798           0
20260123    1303     買入      1,948     78.40        152,723           0
20260123    6016     買入      9,288     16.45        152,788           0
20260123    2497     買入      2,850     53.60        152,760           0
20260123    6435     買入        957    159.50        152,642           0
20260126    2455     賣出        333    168.95         56,261        -430
20260126    6770     賣出      2,358     62.86        148,216      -4,801
20260126    6435     賣出        957    154.72        148,064      -4,796
20260126    5340     賣出        574     93.40         53,614        -937
20260126    2497     賣出      2,850     53.40        152,190        -788
20260126    5292     賣出        146    204.67         29,881       1,955
20260126    6285     賣出        454    157.50         71,505      10,582
20260126    8131     買入        838     78.30         65,615           0
20260126    2451     買入        268    245.00         65,660           0
20260126    3481     買入      2,675     24.55         65,671           0
20260126    8110     買入        847     77.50         65,642           0
20260126    2360     買入         65   1010.00         65,650           0
20260126    6510     買入         22   2950.00         64,900           0
20260126    8422     買入      1,613     40.70         65,649           0
20260126    5292     買入        299    219.00         65,481           0
20260126    1471     買入      4,919     13.35         65,669           0
20260126    2329     買入      1,034     63.50         65,659           0
20260127    2329     賣出      1,034     64.01         66,186         433
20260127    6282     賣出        457     58.42         26,699       2,215
20260127    3481     賣出      2,675     23.81         63,702      -2,063
20260127    8110     賣出        847     80.58         68,255       2,518
20260127    8422     賣出      1,613     55.40         89,363      23,620
20260127    5292     賣出        299    212.43         63,517      -2,057
20260127    3149     賣出      1,688     56.26         94,968      -3,076
20260127    6016     賣出      9,288     15.96        148,205      -4,801
20260127    2454     買入         35   1755.00         61,425           0
20260127    2486     買入        506    122.00         61,732           0
20260127    2449     買入        207    298.00         61,686           0
20260127    5483     買入        486    127.00         61,722           0
20260127    6446     買入         91    677.00         61,607           0
20260127    2049     買入        248    249.00         61,752           0
20260127    4583     買入         76    807.00         61,332           0
20260127    8438     買入        918     67.30         61,781           0
20260127    6640     買入         74    825.00         61,050           0
20260127    1326     買入      1,510     40.95         61,835           0
20260128    3189     賣出         87    243.50         21,184       3,978
20260128    8150     賣出        907     65.66         59,551       2,783
20260128    1301     買入        159     51.30          8,157           0
20260128    6643     買入         16    497.00          7,952           0
20260128    2303     買入        102     79.60          8,119           0
20260128    6770     買入        132     61.70          8,144           0
20260128    3481     買入        347     23.55          8,172           0
20260128    3715     買入         54    150.50          8,127           0
20260128    1795     買入         23    348.00          8,004           0
20260128    6282     買入        150     54.40          8,160           0
20260128    3044     買入         21    386.00          8,106           0
20260128    6209     買入        103     79.00          8,137           0
20260129    6515     賣出         34   3914.73        133,101      28,913
20260129    8021     賣出        530    221.61        117,451      34,653
20260129    3715     賣出         54    145.99          7,884        -255
20260129    5483     賣出        486    123.19         59,871      -1,939
20260129    1301     賣出        159     49.76          7,912        -256
20260129    6282     賣出        150     58.42          8,764         592
20260129    6209     賣出        103     76.63          7,893        -256
20260129    3481     賣出        347     22.84          7,927        -257
20260129    3680     賣出        259    417.11        108,032       1,691
20260129    2492     賣出        373    141.62         52,825      -1,711
20260129    5347     賣出        467    149.26         69,706      17,795
20260129    1528     賣出      5,296     27.98        148,207      -4,801
20260129    3374     賣出        883    176.28        155,653       2,676
20260129    2489     賣出      3,178     22.16         70,426       9,481
20260129    1471     賣出      4,919     12.95         63,699      -2,063
20260129    8438     賣出        918     65.28         59,928      -1,941
20260129    2303     賣出        102     77.22          7,876        -255
20260129    6005     買入      3,628     29.85        108,296           0
20260129    5347     買入        685    158.00        108,230           0
20260129    2344     買入        814    133.00        108,262           0
20260129    2408     買入        353    306.00        108,018           0
20260129    6683     買入        200    540.00        108,000           0
20260129    1301     買入      2,094     51.70        108,260           0
20260129    2337     買入      1,211     89.40        108,263           0
20260129    5425     買入      1,590     68.10        108,279           0
20260129    1605     買入      2,461     44.00        108,284           0
20260129    3036     買入        643    167.50        107,702           0
20260130    3131     賣出         59   1731.46        102,156      -3,309
20260130    2344     賣出        814    129.01        105,014      -3,402
20260130    4583     賣出         76    782.79         59,492      -1,927
20260130    6640     賣出         74    800.25         59,219      -1,918
20260130    1519     賣出        123    988.99        121,645         687
20260130    3036     賣出        643    162.48        104,472      -3,384
20260130    1301     賣出      2,094     50.15        105,012      -3,401
20260130    1303     賣出      1,948     76.05        148,143      -4,798
20260130    3105     賣出        640    236.26        151,205      -1,653
20260130    1514     賣出        227    130.49         29,621       2,342
20260130    5347     賣出        685    153.26        104,983      -3,401
20260130    5425     賣出      1,590     66.06        105,031      -3,402
20260130    3691     賣出        269    120.88         32,516       4,096
20260130    6643     賣出         16    482.07          7,713        -250
20260130    6442     買入         70   1755.00        122,850           0
20260130    2481     買入      1,259     97.70        123,004           0
20260130    4971     買入        315    390.00        122,850           0
20260130    6643     買入        254    483.00        122,682           0
20260130    3481     買入      5,645     21.80        123,061           0
20260130    3264     買入        783    157.00        122,931           0
20260130    6138     買入        463    265.50        122,926           0
20260130    1519     買入        121   1010.00        122,210           0
20260130    3163     買入        255    482.00        122,910           0
20260130    2855     買入      4,008     30.70        123,046           0
20260202    2408     賣出        353    296.82        104,778      -3,394
20260202    8299     賣出         23   2179.43         50,127      19,263
20260202    3163     賣出        255    467.54        119,223      -3,862
20260202    2360     賣出         65    979.71         63,681      -2,063
20260202    6257     賣出        407    126.83         51,619       3,117
20260202    1519     賣出        121    979.70        118,544      -3,840
20260202    2481     賣出      1,259     94.77        119,315      -3,865
20260202    6138     賣出        463    257.54        119,239      -3,862
20260202    6239     賣出        593    249.78        148,118      -4,798
20260202    3265     賣出        418    136.90         57,225       5,319
20260202    2327     賣出        120    276.45         33,174      -1,075
20260202    6488     賣出        101    483.50         48,834        -120
20260202    2449     賣出        207    289.06         59,836      -1,938
20260202    1326     賣出      1,510     39.72         59,980      -1,943
20260202    3481     賣出      5,645     26.37        148,875      25,639
20260202    6683     賣出        100    633.00         63,300       9,223
20260202    2451     賣出        268    244.04         65,403        -351
20260202    2337     賣出      1,211     86.72        105,016      -3,402
20260202    6770     賣出        132     63.64          8,401         244
20260202    4967     賣出        267    234.88         62,714       8,303
20260202    8131     賣出        838     75.95         63,648      -2,062
20260202    1605     賣出      2,461     42.68        105,036      -3,402
20260202    6548     賣出      1,100     56.04         61,647       7,119
20260202    2855     賣出      4,008     29.78        119,355      -3,866
20260202    3138     賣出        441    170.33         75,113      23,443
20260202    2049     賣出        248    241.53         59,900      -1,940
20260202    6643     賣出        254    468.51        119,002      -3,855
20260202    6005     賣出      3,628     28.95        105,047      -3,403
20260203    2330     賣出         19   1800.00         34,200       1,378
20260203    3533     買入        145   1605.00        232,725           0
20260203    4958     買入      1,222    191.50        234,013           0
20260203    6548     買入      4,157     56.30        234,039           0
20260203    3532     買入      1,665    140.50        233,932           0
20260203    3653     買入         77   3030.00        233,310           0
20260203    7734     買入        187   1250.00        233,750           0
20260203    8155     買入      1,061    220.50        233,950           0
20260203    3006     買入      1,197    195.50        234,014           0
20260203    6138     買入        916    255.50        234,038           0
20260203    6415     買入        789    296.00        233,544           0
20260204    3443     賣出         21   2531.71         53,166      -1,722
20260204    3006     賣出      1,197    189.64        226,994      -7,353
20260204    6548     賣出      4,157     54.61        227,020      -7,353
20260204    3017     買入         30   1645.00         49,350           0
20260204    6515     買入         11   4500.00         49,500           0
20260204    6223     買入         17   2840.00         48,280           0
20260204    2368     買入         66    760.00         50,160           0
20260204    6239     買入        197    255.00         50,235           0
20260204    2233     買入        190    265.00         50,350           0
20260204    2455     買入        292    172.50         50,370           0
20260204    1590     買入         42   1195.00         50,190           0
20260204    1303     買入        690     73.10         50,439           0
20260204    3693     買入        125    401.50         50,188           0
20260205    6223     賣出         17   2754.83         46,832      -1,517
20260205    3081     賣出        124   1039.35        128,879      31,028
20260205    3264     賣出        783    152.29        119,244      -3,862
20260205    2308     賣出         30   1172.13         35,164         765
20260205    6239     賣出        197    247.35         48,729      -1,578
20260205    1303     賣出        690     74.81         51,622       1,111
20260205    2233     賣出        190    257.05         48,840      -1,582
20260205    8155     賣出      1,061    213.89        226,933      -7,351
20260205    3711     賣出        168    287.54         48,306        -568
20260205    3532     賣出      1,665    136.29        226,915      -7,350
20260205    6285     賣出        454    190.01         86,266      25,344
20260205    2486     賣出        253    142.00         35,926       5,016
20260205    6415     賣出        789    287.12        226,539      -7,338
20260205    7769     買入         35   3750.00        131,250           0
20260205    7750     買入        123   1075.00        132,225           0
20260205    2383     買入         67   1980.00        132,660           0
20260205    2645     買入        798    166.50        132,867           0
20260205    3715     買入        854    155.50        132,797           0
20260205    1303     買入      1,737     76.50        132,880           0
20260205    3105     買入        538    247.00        132,886           0
20260205    2308     買入        113   1175.00        132,775           0
20260205    6271     買入        849    156.50        132,868           0
20260205    6274     買入        251    529.00        132,779           0
20260206    3017     賣出         30   1595.65         47,869      -1,551
20260206    6442     賣出         70   1702.36        119,165      -3,860
20260206    5274     賣出         17   8964.97        152,404         888
20260206    2455     賣出        292    167.33         48,859      -1,583
20260206    3044     賣出         21    381.86          8,019         -99
20260206    2308     賣出        113   1172.13        132,451        -513
20260206    6138     賣出        916    247.84        227,019      -7,353
20260206    4971     賣出        315    378.30        119,165      -3,860
20260206    3037     賣出        123    355.30         43,702       9,459
20260206    3715     賣出        854    150.84        128,814      -4,172
20260206    4958     賣出      1,222    185.76        226,993      -7,353
20260206    3491     賣出        616   1263.70        778,441     480,489
20260206    3189     賣出         87    247.70         21,550       4,343
20260206    1303     賣出      1,737     74.21        128,894      -4,175
20260206    2313     賣出        814    175.82        143,117      70,568
20260206    2645     賣出        798    161.51        128,881      -4,175
20260206    2367     賣出      1,634     54.49         89,030      28,077
20260206    6271     賣出        849    151.81        128,883      -4,175
20260206    5289     賣出         85    727.09         61,802      12,262
20260206    1795     賣出         23    337.54          7,764        -251
20260206    3693     賣出        125    396.51         49,564        -696
20260206    3105     賣出        538    239.59        128,900      -4,175
20260206    8436     賣出        389    145.60         56,639       8,139
20260209    7734     賣出         93   1490.00        138,570      22,154
20260209    1303     買入      4,036     76.90        310,368           0
20260209    3017     買入        184   1680.00        309,120           0
20260209    6770     買入      4,578     67.80        310,388           0
20260209    2313     買入      1,700    182.50        310,250           0
20260209    3044     買入        785    395.00        310,075           0
20260209    3037     買入        874    355.00        310,270           0
20260209    2408     買入      1,098    282.50        310,185           0
20260209    1519     買入        327    948.00        309,996           0
20260209    3006     買入      1,836    169.00        310,284           0
20260209    2337     買入      3,481     88.80        309,113           0
20260210    3017     賣出        184   1629.61        299,848      -9,712
20260210    2408     賣出      1,098    274.03        300,881      -9,746
20260210    1519     賣出        327    988.99        323,398      12,960
20260210    3044     賣出        785    383.15        300,775      -9,742
20260210    1303     賣出      4,036     74.59        301,059      -9,752
20260210    6770     賣出      4,578     65.77        301,078      -9,752
20260210    3006     賣出      1,836    163.93        300,977      -9,749
20260210    3711     買入        591    358.00        211,578           0
20260210    1326     買入      4,797     44.15        211,788           0
20260210    3081     買入        189   1115.00        210,735           0
20260210    5289     買入        270    783.00        211,410           0
20260210    5274     買入         22   9580.00        210,760           0
20260210    4979     買入        610    347.00        211,670           0
20260210    3526     買入        730    290.00        211,700           0
20260210    4971     買入        520    407.00        211,640           0
20260210    6442     買入        111   1900.00        210,900           0
20260210    3324     買入        187   1130.00        211,310           0
20260211    4979     賣出        610    336.59        205,321      -6,651
20260211    3324     賣出        187   1096.11        204,972      -6,639
20260211    1326     賣出      4,797     42.83        205,435      -6,654
20260211    5289     賣出        270    759.51        205,069      -6,642
20260211    2345     買入         60   1355.00         81,300           0
20260211    3105     買入        320    255.50         81,760           0
20260211    6805     買入         51   1585.00         80,835           0
20260211    3167     買入        293    279.00         81,747           0
20260211    2367     買入      1,571     52.10         81,849           0
20260211    2489     買入      3,167     25.85         81,867           0
20260211    6584     買入        194    420.00         81,480           0
20260211    3163     買入        144    565.00         81,360           0
20260211    6202     買入      1,478     55.40         81,881           0
20260211    5386     買入        572    143.00         81,796           0
20260223    6805     賣出         51   1537.46         78,410      -2,540
20260223    6446     賣出         91    713.35         64,915       3,220
20260223    5386     賣出        286    175.00         50,050       9,093
20260223    6291     買入         65    295.50         19,208           0
20260223    6415     買入         67    286.50         19,196           0
20260223    6446     買入         26    721.00         18,746           0
20260223    3189     買入         69    280.00         19,320           0
20260223    2308     買入         14   1320.00         18,480           0
20260223    1303     買入        235     82.50         19,388           0
20260223    2449     買入         60    322.50         19,350           0
20260223    3044     買入         49    392.00         19,208           0
20260223    6716     買入        248     78.30         19,418           0
20260223    3529     買入          8   2180.00         17,440           0
20260224    3653     賣出         77   3067.69        236,212       2,570
20260224    3526     賣出        730    281.30        205,350      -6,652
20260224    2486     賣出        253    144.23         36,489       5,579
20260224    4979     買入        133    361.00         48,013           0
20260224    2887     買入      1,883     25.50         48,016           0
20260224    2883     買入      2,354     20.40         48,022           0
20260224    6770     買入        707     67.90         48,005           0
20260224    1802     買入        879     54.60         47,993           0
20260224    4958     買入        239    200.50         47,920           0
20260224    2344     買入        417    115.00         47,955           0
20260224    3363     買入         93    512.00         47,616           0
20260224    6220     買入      1,507     31.85         47,998           0
20260224    7717     買入         67    710.00         47,570           0
20260225    2344     賣出        417    118.00         49,206       1,183
20260225    6291     賣出         65    286.63         18,631        -603
20260225    7750     賣出         61   1300.00         79,300      13,632
20260225    6716     賣出        124     92.20         11,433       1,710
20260225    6290     買入         73    215.00         15,695           0
20260225    6830     買入         63    250.00         15,750           0
20260225    5234     買入         35    441.50         15,452           0
20260225    3036     買入         87    182.00         15,834           0
20260225    1560     買入         31    498.00         15,438           0
20260225    1815     買入        134    118.00         15,812           0
20260225    7751     買入         14   1105.00         15,470           0
20260225    2360     買入         12   1240.00         14,880           0
20260225    6187     買入         32    487.50         15,600           0
20260225    1711     買入        545     29.05         15,832           0
20260226    5234     賣出         35    428.26         14,989        -486
20260226    5274     賣出         22   9730.00        214,060       3,000
20260226    2887     賣出      1,883     25.60         48,205         120
20260226    1815     賣出        134    114.46         15,338        -497
20260226    2313     賣出      1,700    206.50        351,044      40,352
20260226    1711     賣出        545     28.18         15,358        -497
20260226    7717     賣出         33    829.00         27,357       3,894
20260226    6271     買入        352    194.50         68,464           0
20260226    3017     買入         40   1680.00         67,200           0
20260226    4722     買入        321    213.50         68,534           0
20260226    6285     買入        364    188.00         68,432           0
20260226    8021     買入        261    262.00         68,382           0
20260226    6715     買入        391    175.00         68,425           0
20260226    5864     買入      2,558     26.80         68,554           0
20260226    6213     買入        463    148.00         68,524           0
20260226    6805     買入         43   1570.00         67,510           0
20260226    1301     買入      1,293     53.00         68,529           0
20260302    4722     賣出        321    207.10         66,478      -2,153
20260302    7769     賣出         35   4450.43        155,765      24,328
20260302    6446     賣出         26    699.38         18,184        -589
20260302    8021     賣出        261    254.14         66,330      -2,149
20260302    3529     賣出          4   2545.00         10,180       1,448
20260302    6213     賣出        463    143.56         66,469      -2,153
20260302    1301     賣出      1,293     51.41         66,474      -2,153
20260302    6510     賣出         22   3662.91         80,584      15,592
20260302    6271     賣出        352    188.67         66,411      -2,151
20260302    6830     賣出         31    313.50          9,718       1,958
20260302    6285     賣出        364    190.01         69,165         635
20260302    6415     賣出         67    277.90         18,619        -603
20260302    7769     買入         14   4760.00         66,640           0
20260302    4722     買入        330    210.00         69,300           0
20260302    6789     買入        207    333.50         69,034           0
20260302    3324     買入         62   1105.00         68,510           0
20260302    3450     買入        230    301.00         69,230           0
20260302    2395     買入        203    340.00         69,020           0
20260302    3576     買入      3,225     21.50         69,338           0
20260302    4577     買入        826     83.90         69,301           0
20260302    6152     買入      4,055     17.10         69,340           0
20260302    2467     買入        222    311.00         69,042           0
20260303    6274     賣出        251    538.00        135,038       2,070
20260303    6584     賣出        194    407.40         79,036      -2,560
20260303    2368     賣出         66    774.71         51,131         900
20260303    4722     賣出        330    203.70         67,222      -2,177
20260303    8996     賣出        170    852.54        144,932      23,209
20260303    7769     賣出         14   4617.23         64,641      -2,094
20260303    3044     賣出         49    380.23         18,632        -603
20260303    7828     賣出        174   1117.19        194,391     122,111
20260303    8046     賣出        174    508.23         88,432      34,067
20260303    4958     賣出        239    194.48         46,482      -1,506
20260303    1303     賣出        235     86.90         20,422       1,007
20260303    2449     賣出         60    312.83         18,770        -608
20260303    6683     賣出        100    837.89         83,789      29,712
20260303    2337     賣出      3,481    106.22        369,767      60,214
20260303    6770     賣出        707     70.33         49,722       1,648
20260303    6220     賣出        753     40.25         30,308       6,291
20260303    7717     賣出         34    810.42         27,554       3,380
20260303    5864     賣出      2,558     26.00         66,498      -2,154
20260303    3576     賣出      1,612     26.70         43,040       8,333
20260303    6152     賣出      2,027     22.05         44,695       9,984
20260303    3545     買入      3,096     53.00        164,088           0
20260303    3006     買入        965    170.00        164,050           0
20260303    6526     買入        283    579.00        163,857           0
20260303    2486     買入      1,197    137.00        163,989           0
20260303    3653     買入         53   3060.00        162,180           0
20260303    2313     買入        713    230.00        163,990           0
20260303    2337     買入      1,408    116.50        164,032           0
20260303    6291     買入        545    301.00        164,045           0
20260303    8046     買入        301    545.00        164,045           0
20260303    5471     買入      3,510     46.75        164,092           0
20260304    6442     賣出        111   2156.54        239,376      28,175
20260304    6515     賣出         11   4683.94         51,523       1,952
20260304    3653     賣出         53   2968.22        157,315      -5,096
20260304    3167     賣出        293    270.63         79,295      -2,568
20260304    2345     賣出         60   1314.36         78,862      -2,554
20260304    2383     賣出         67   2234.37        149,703      16,854
20260304    4979     賣出        133    425.36         56,572       8,491
20260304    3163     賣出        144    739.91        106,547      25,071
20260304    2360     賣出         12   1387.33         16,648       1,747
20260304    3324     賣出         62   1071.86         66,455      -2,153
20260304    2308     賣出         14   1280.38         17,925        -581
20260304    3533     賣出        145   1556.86        225,745      -7,312
20260304    3363     賣出         93    575.08         53,482       5,798
20260304    1560     賣出         31    483.06         14,975        -485
20260304    4971     賣出        520    491.75        255,708      43,766
20260304    7751     賣出         14   1176.71         16,474         982
20260304    3529     賣出          4   2330.53          9,322         590
20260304    8046     賣出        301    528.65        159,125      -5,154
20260304    3037     賣出        874    440.92        385,366      74,654
20260304    2454     賣出         35   1781.09         62,338         825
20260304    3189     賣出         69    298.07         20,567       1,219
20260304    7734     賣出         94   1671.20        157,093      39,426
20260304    6291     賣出        545    291.97        159,125      -5,154
20260304    1802     賣出        879     61.54         54,091       6,030
20260304    2313     賣出        713    223.10        159,072      -5,152
20260304    6526     賣出        283    561.63        158,942      -5,148
20260304    3711     賣出        591    347.26        205,231      -6,648
20260304    2337     賣出      1,408    113.01        159,112      -5,154
20260304    3006     賣出        965    164.90        159,130      -5,154
20260304    3450     賣出        230    305.85         70,346       1,017
20260304    1590     賣出         42   1159.17         48,685      -1,577
20260304    3105     賣出        320    309.52         99,045      17,168
20260304    6716     賣出        124     91.39         11,332       1,609
20260304    2883     賣出      2,354     20.10         47,316        -774
20260304    2486     賣出      1,197    132.89        159,071      -5,152
20260304    6202     賣出      1,478     57.51         84,996       2,998
20260304    2395     賣出        203    329.80         66,949      -2,169
20260304    3576     賣出      1,613     24.45         39,438       4,709
20260304    4577     賣出        826     81.38         67,223      -2,177
20260304    6152     賣出      2,028     20.19         40,949       6,221
20260304    3545     賣出      3,096     51.41        159,166      -5,156
20260304    5471     賣出      3,510     45.35        159,171      -5,156
20260304    3563     買入        718    622.00        446,596           0
20260304    3545     買入      8,745     51.10        446,870           0
20260304    3030     買入      1,854    241.00        446,814           0
20260304    6442     買入        199   2235.00        444,765           0
20260304    2313     買入      2,031    220.00        446,820           0
20260304    4979     買入      1,028    434.50        446,666           0
20260304    3163     買入        591    756.00        446,796           0
20260304    3189     買入      1,470    304.00        446,880           0
20260304    2883     買入     21,332     20.95        446,905           0
20260304    6679     買入      2,024    219.50        444,268           0
20260305    6442     賣出        199   2167.96        431,425     -13,974
20260305    4979     賣出      1,028    421.47        433,268     -14,034
20260305    3163     賣出        591    733.32        433,395     -14,038
