code,name,market,industry,listing_date,category,code_len
3115,富榮綱,上櫃,電子零組件業,2005/4/8,股票,4
3118,進階,上櫃,生技醫療業,2008/5/21,股票,4
3122,笙泉,上櫃,半導體業,2015/1/26,股票,4
3128,昇銳,上櫃,光電業,2006/9/4,股票,4
3131,弘塑,上櫃,其他電子業,2011/1/17,股票,4
3141,晶宏,上櫃,半導體業,2014/3/14,股票,4
3147,大綜,上櫃,資訊服務業,2018/5/29,股票,4
3152,璟德,上櫃,通信網路業,2008/3/24,股票,4
3158,嘉實,上櫃,資訊服務業,2025/11/17,股票,4
3162,精確,上櫃,電機機械,2005/10/3,股票,4
3163,波若威,上櫃,通信網路業,2012/12/3,股票,4
3169,亞信,上櫃,半導體業,2009/11/24,股票,4
3171,炎洲流通,上櫃,居家生活,2004/9/17,股票,4
3176,基亞,上櫃,生技醫療業,2011/11/23,股票,4
3178,公準,上櫃,半導體業,2018/11/19,股票,4
3188,鑫龍騰,上櫃,建材營造業,2004/3/17,股票,4
3191,雲嘉南,上櫃,電子零組件業,2005/4/12,股票,4
3205,佰研,上櫃,生技醫療業,2005/9/12,股票,4
3206,志豐,上櫃,電子零組件業,2007/2/8,股票,4
3207,耀勝,上櫃,電子零組件業,2004/11/4,股票,4
3211,順達,上櫃,電腦及週邊設備業,2004/11/8,股票,4
3213,茂訊,上櫃,電腦及週邊設備業,2004/10/1,股票,4
3217,優群,上櫃,電子零組件業,2004/4/30,股票,4
3218,大學光,上櫃,生技醫療業,2004/11/29,股票,4
3219,倚強科,上櫃,其他電子業,2004/3/19,股票,4
3221,台嘉碩,上櫃,通信網路業,2006/2/22,股票,4
3224,三顧,上櫃,電子通路業,2004/6/3,股票,4
3226,龍鋒,上櫃,電機機械,2004/6/16,股票,4
3227,原相,上櫃,半導體業,2006/5/4,股票,4
3228,金麗科,上櫃,半導體業,2005/3/2,股票,4
3230,錦明,上櫃,光電業,2006/9/25,股票,4
3232,昱捷,上櫃,電子通路業,2004/11/1,股票,4
3234,光環,上櫃,通信網路業,2011/3/24,股票,4
3236,千如,上櫃,電子零組件業,2004/12/2,股票,4
3252,海灣,上櫃,觀光餐旅,2004/9/23,股票,4
3259,鑫創,上櫃,半導體業,2007/12/24,股票,4
3260,威剛,上櫃,半導體業,2004/10/8,股票,4
3264,欣銓,上櫃,半導體業,2005/1/5,股票,4
3265,台星科,上櫃,半導體業,2005/8/2,股票,4
3268,海德威,上櫃,半導體業,2005/1/27,股票,4
3272,東碩,上櫃,電腦及週邊設備業,2014/8/26,股票,4
3276,宇環,上櫃,電子零組件業,2005/1/12,股票,4
3284,太普高,上櫃,其他業,2005/3/22,股票,4
3285,微端,上櫃,其他電子業,2012/7/23,股票,4
3287,廣寰科,上櫃,電腦及週邊設備業,2008/1/28,股票,4
3288,點晶,上櫃,電子零組件業,2005/4/15,股票,4
3289,宜特,上櫃,其他電子業,2004/12/28,股票,4
3290,東浦,上櫃,電子零組件業,2005/5/19,股票,4
3293,鈊象,上櫃,文化創意業,2006/7/12,股票,4
3294,英濟,上櫃,電子零組件業,2007/4/27,股票,4
3297,杭特,上櫃,光電業,2005/6/7,股票,4
3303,岱稜,上櫃,其他電子業,2007/5/28,股票,4
3306,鼎天,上櫃,通信網路業,2005/7/5,股票,4
3310,佳穎,上櫃,電子零組件業,2008/6/27,股票,4
3313,斐成,上櫃,其他業,2006/5/29,股票,4
3317,尼克森,上櫃,半導體業,2007/8/9,股票,4
3322,建舜電,上櫃,電子零組件業,2009/5/20,股票,4
3323,加百裕,上櫃,電腦及週邊設備業,2007/6/25,股票,4
3324,雙鴻,上櫃,其他電子業,2005/5/13,股票,4
3325,旭品,上櫃,電腦及週邊設備業,2005/8/15,股票,4
3332,幸康,上櫃,電子零組件業,2008/1/24,股票,4
3339,泰谷,上櫃,光電業,2006/6/27,股票,4
3349,寶德,上櫃,電腦及週邊設備業,2022/3/23,股票,4
3354,律勝,上櫃,電子零組件業,2005/12/8,股票,4
3357,臺慶科,上櫃,電子零組件業,2021/4/27,股票,4
3360,尚立,上櫃,電子通路業,2006/6/6,股票,4
3362,先進光,上櫃,光電業,2005/9/6,股票,4
3363,上詮,上櫃,通信網路業,2011/2/25,股票,4
3372,典範,上櫃,半導體業,2005/12/16,股票,4
3373,熱映,上櫃,其他電子業,2007/12/13,股票,4
3374,精材,上櫃,半導體業,2015/3/30,股票,4
3379,彬台,上櫃,電機機械,2011/10/20,股票,4
3388,崇越電,上櫃,電子零組件業,2006/2/22,股票,4
3390,旭軟,上櫃,電子零組件業,2006/2/22,股票,4
3402,漢科,上櫃,其他電子業,2007/1/9,股票,4
3426,台興,上櫃,電機機械,2016/12/21,股票,4
3430,奇鈦科,上櫃,化學工業,2022/9/8,股票,4
3434,哲固,上櫃,光電業,2008/1/28,股票,4
3438,類比科,上櫃,半導體業,2006/7/19,股票,4
3441,聯一光,上櫃,光電業,2010/10/4,股票,4
3444,利機,上櫃,電子通路業,2008/9/26,股票,4
3455,由田,上櫃,光電業,2007/12/27,股票,4
3465,進泰電子,上櫃,其他電子業,2008/1/28,股票,4
3466,德晉,上櫃,通信網路業,2006/5/17,股票,4
3467,台灣精材,上櫃,半導體業,2025/3/25,股票,4
3479,安勤,上櫃,電腦及週邊設備業,2010/6/8,股票,4
3483,力致,上櫃,電腦及週邊設備業,2006/12/18,股票,4
3484,崧騰,上櫃,電子零組件業,2007/11/9,股票,4
3489,森寶,上櫃,建材營造業,2007/9/29,股票,4
3490,單井,上櫃,光電業,2007/10/15,股票,4
3491,昇達科,上櫃,通信網路業,2008/1/3,股票,4
3492,長盛,上櫃,電子零組件業,2015/5/18,股票,4
3498,陽程,上櫃,其他電子業,2007/9/11,股票,4
3499,環天科,上櫃,通信網路業,2006/10/19,股票,4
3508,位速,上櫃,其他電子業,2007/10/17,股票,4
3511,矽瑪,上櫃,電子零組件業,2009/2/16,股票,4
3512,皇龍,上櫃,建材營造業,2007/7/25,股票,4
3516,亞帝歐,上櫃,光電業,2007/11/29,股票,4
3520,華盈,上櫃,電子零組件業,2007/10/12,股票,4
3521,台鋼建設,上櫃,建材營造業,2025/6/2,股票,4
3522,御嵿,上櫃,觀光餐旅,2007/10/15,股票,4
3523,迎輝,上櫃,光電業,2007/11/16,股票,4
3526,凡甲,上櫃,電子零組件業,2007/11/2,股票,4
3527,聚積,上櫃,半導體業,2007/10/29,股票,4
3529,力旺,上櫃,半導體業,2011/1/24,股票,4
3531,先益,上櫃,光電業,2008/4/8,股票,4
3537,堡達,上櫃,電子零組件業,2010/1/25,股票,4
3540,曜越,上櫃,電腦及週邊設備業,2007/12/12,股票,4
3541,西柏,上櫃,其他電子業,2009/12/22,股票,4
3546,宇峻,上櫃,文化創意業,2008/4/18,股票,4
3548,兆利,上櫃,電子零組件業,2008/3/27,股票,4
3551,世禾,上櫃,綠能環保,2008/4/15,股票,4
3552,同致,上櫃,其他電子業,2009/1/7,股票,4
3555,博士旺,上櫃,半導體業,2011/11/8,股票,4
3556,禾瑞亞,上櫃,半導體業,2008/4/15,股票,4
3558,神準,上櫃,通信網路業,2013/12/30,股票,4
3564,其陽,上櫃,通信網路業,2013/12/3,股票,4
3567,逸昌,上櫃,半導體業,2010/11/22,股票,4
3570,大塚,上櫃,資訊服務業,2008/10/23,股票,4
3577,泓格,上櫃,電腦及週邊設備業,2009/1/6,股票,4
3580,友威科,上櫃,其他電子業,2010/7/9,股票,4
3581,博磊,上櫃,半導體業,2015/1/20,股票,4
3587,閎康,上櫃,其他電子業,2009/8/18,股票,4
3594,磐儀,上櫃,電腦及週邊設備業,2013/5/7,股票,4
3597,映興,上櫃,電子零組件業,2020/3/9,股票,4
3609,三一東林,上櫃,電子零組件業,2011/1/11,股票,4
3611,鼎翰,上櫃,電腦及週邊設備業,2008/11/26,股票,4
3615,安可,上櫃,光電業,2009/4/15,股票,4
3623,富晶通,上櫃,光電業,2010/4/28,股票,4
3624,光頡,上櫃,電子零組件業,2011/3/16,股票,4
3625,西勝,上櫃,電腦及週邊設備業,2009/10/28,股票,4
3628,盈正,上櫃,其他電子業,2010/9/9,股票,4
3629,地心引力,上櫃,文化創意業,2020/6/1,股票,4
3630,新鉅科,上櫃,光電業,2010/4/26,股票,4
3631,晟楠,上櫃,電子零組件業,2010/12/20,股票,4
3632,研勤,上櫃,通信網路業,2011/1/11,股票,4
3646,艾恩特,上櫃,電子零組件業,2012/3/27,股票,4
3663,鑫科,上櫃,其他電子業,2012/11/20,股票,4
3664,安瑞-KY,上櫃,通信網路業,2010/6/24,股票,4
3666,光耀,上櫃,光電業,2014/12/4,股票,4
3672,康聯訊,上櫃,通信網路業,2015/4/20,股票,4
3675,德微,上櫃,半導體業,2012/6/29,股票,4
3680,家登,上櫃,半導體業,2011/8/31,股票,4
3684,榮昌,上櫃,通信網路業,2014/3/28,股票,4
3685,元創精密,上櫃,電機機械,2010/12/8,股票,4
3687,歐買尬,上櫃,數位雲端,2020/6/1,股票,4
3689,湧德,上櫃,電子零組件業,2012/10/18,股票,4
3691,碩禾,上櫃,光電業,2010/11/18,股票,4
3693,營邦,上櫃,電腦及週邊設備業,2013/11/27,股票,4
3707,漢磊,上櫃,半導體業,2014/10/1,股票,4
3709,鑫聯大投控,上櫃,電腦及週邊設備業,1999/4/16,股票,4
3710,連展投控,上櫃,電子零組件業,2017/12/29,股票,4
3713,新晶投控,上櫃,綠能環保,2020/2/27,股票,4
4102,永日,上櫃,生技醫療業,2001/3/20,股票,4
4105,東洋,上櫃,生技醫療業,2001/9/27,股票,4
4107,邦特,上櫃,生技醫療業,2002/3/4,股票,4
4109,加捷生醫,上櫃,生技醫療業,2002/8/8,股票,4
4111,濟生,上櫃,生技醫療業,1999/3/6,股票,4
4113,聯上,上櫃,建材營造業,2003/7/22,股票,4
4114,健喬,上櫃,生技醫療業,2003/5/12,股票,4
4116,明基醫,上櫃,生技醫療業,2015/12/16,股票,4
4120,友華,上櫃,生技醫療業,2003/11/5,股票,4
4121,優盛,上櫃,生技醫療業,2003/7/25,股票,4
4123,晟德,上櫃,生技醫療業,2003/10/7,股票,4
4126,太醫,上櫃,生技醫療業,2004/2/9,股票,4
4127,天良,上櫃,生技醫療業,2005/7/29,股票,4
4128,中天,上櫃,生技醫療業,2006/6/9,股票,4
4129,聯合,上櫃,生技醫療業,2004/9/29,股票,4
4130,健亞,上櫃,生技醫療業,2012/1/12,股票,4
4131,浩泰,上櫃,生技醫療業,2004/4/9,股票,4
4138,曜亞,上櫃,生技醫療業,2010/12/29,股票,4
4139,馬光-KY,上櫃,生技醫療業,2011/4/29,股票,4
4147,中裕,上櫃,生技醫療業,2015/11/23,股票,4
4153,鈺緯,上櫃,生技醫療業,2013/5/23,股票,4
4154,樂威科-KY,上櫃,其他業,2011/12/28,股票,4
4157,太景*-KY,上櫃,生技醫療業,2013/8/30,股票,4
4160,訊聯基因,上櫃,生技醫療業,2012/9/17,股票,4
4161,聿新科,上櫃,生技醫療業,2013/6/26,股票,4
4162,智擎,上櫃,生技醫療業,2012/9/18,股票,4
4163,鐿鈦,上櫃,生技醫療業,2012/11/15,股票,4
4166,友霖,上櫃,生技醫療業,2025/8/21,股票,4
4167,松瑞藥,上櫃,生技醫療業,2015/9/8,股票,4
4168,醣聯,上櫃,生技醫療業,2012/12/18,股票,4
4171,瑞基,上櫃,農業科技業,2018/3/28,股票,4
4173,久裕,上櫃,生技醫療業,2013/10/31,股票,4
4174,浩鼎,上櫃,生技醫療業,2015/3/23,股票,4
4175,杏一,上櫃,生技醫療業,2014/4/23,股票,4
4183,福永生技,上櫃,生技醫療業,2017/3/9,股票,4
4188,安克,上櫃,生技醫療業,2015/3/24,股票,4
4192,杏國,上櫃,生技醫療業,2014/10/28,股票,4
4198,欣大健康,上櫃,生技醫療業,2014/12/23,股票,4
4205,中華食,上櫃,食品工業,1999/1/31,股票,4
4207,環泰,上櫃,食品工業,2000/1/21,股票,4
4303,信立,上櫃,塑膠工業,1999/3/10,股票,4
4304,勝昱,上櫃,塑膠工業,2000/1/27,股票,4
4305,世坤,上櫃,塑膠工業,2000/9/28,股票,4
4401,東隆興,上櫃,紡織纖維,1996/5/9,股票,4
4402,郡都開發,上櫃,紡織纖維,1997/7/23,股票,4
4406,新昕纖,上櫃,紡織纖維,1999/1/14,股票,4
4413,飛寶企業,上櫃,紡織纖維,1999/7/29,股票,4
4416,三圓,上櫃,建材營造業,2000/5/6,股票,4
4417,金洲,上櫃,紡織纖維,2000/11/7,股票,4
4419,皇家美食,上櫃,觀光餐旅,2001/6/26,股票,4
4420,光明,上櫃,紡織纖維,2002/4/18,股票,4
4430,耀億,上櫃,其他業,2011/6/9,股票,4
4432,銘旺實,上櫃,紡織纖維,2012/11/26,股票,4
4433,興采,上櫃,紡織纖維,2014/11/3,股票,4
4442,竣邦-KY,上櫃,紡織纖維,2023/11/29,股票,4
4502,健信,上櫃,電機機械,1995/12/12,股票,4
4503,金雨,上櫃,電機機械,1996/12/19,股票,4
4506,崇友,上櫃,電機機械,1997/12/6,股票,4
4510,高鋒,上櫃,電機機械,1998/2/24,股票,4
4513,福裕,上櫃,電機機械,1998/3/25,股票,4
4523,永彰,上櫃,電機機械,1999/11/22,股票,4
4527,方土霖,上櫃,電機機械,2000/9/28,股票,4
4528,江興鍛,上櫃,電機機械,2001/2/12,股票,4
4529,淳紳,上櫃,其他業,2001/5/4,股票,4
4530,宏易,上櫃,觀光餐旅,2001/4/30,股票,4
4533,協易機,上櫃,電機機械,2002/4/26,股票,4
4534,慶騰,上櫃,電機機械,2003/3/31,股票,4
4535,至興,上櫃,電機機械,2003/4/16,股票,4
4538,大詠城,上櫃,電機機械,2019/1/15,股票,4
4541,晟田,上櫃,其他業,2014/7/22,股票,4
4542,科嶠,上櫃,電子零組件業,2014/8/25,股票,4
4543,萬在,上櫃,電機機械,2016/3/15,股票,4
4549,桓達,上櫃,電機機械,2014/11/27,股票,4
4550,長佳,上櫃,電機機械,2015/3/18,股票,4
4554,橙的,上櫃,其他電子業,2016/8/5,股票,4
4556,旭然,上櫃,其他業,2015/12/22,股票,4
4558,寶緯,上櫃,電機機械,2022/3/17,股票,4
4561,健椿,上櫃,電機機械,2018/6/11,股票,4
4563,百德,上櫃,電機機械,2018/7/12,股票,4
4568,科際精密,上櫃,電機機械,2018/10/3,股票,4
4577,達航科技,上櫃,其他電子業,2022/6/14,股票,4
4580,捷流閥業,上櫃,電機機械,2020/1/6,股票,4
4584,君帆,上櫃,電機機械,2022/10/5,股票,4
4609,唐鋒,上櫃,居家生活,2000/5/19,股票,4
4702,中美實,上櫃,居家生活,1995/4/21,股票,4
4706,大恭,上櫃,化學工業,1998/4/17,股票,4
4707,磐亞,上櫃,化學工業,1998/5/20,股票,4
4711,永純,上櫃,化學工業,1999/2/24,股票,4
4714,永捷,上櫃,化學工業,2000/3/27,股票,4
4716,大立,上櫃,化學工業,2000/3/27,股票,4
4721,美琪瑪,上櫃,化學工業,2001/3/9,股票,4
4726,永昕,上櫃,生技醫療業,2013/12/25,股票,4
4728,雙美,上櫃,生技醫療業,2012/1/10,股票,4
4729,熒茂,上櫃,光電業,2009/2/24,股票,4
4735,豪展,上櫃,生技醫療業,2011/8/16,股票,4
4741,泓瀚,上櫃,化學工業,2017/9/26,股票,4
4743,合一,上櫃,生技醫療業,2011/9/23,股票,4
4744,皇將,上櫃,生技醫療業,2018/7/12,股票,4
4745,合富-KY,上櫃,生技醫療業,2013/1/30,股票,4
4747,強生,上櫃,生技醫療業,2013/12/25,股票,4
4749,新應材,上櫃,半導體業,2025/1/17,股票,4
4754,國碳科,上櫃,化學工業,2016/9/28,股票,4
4760,勤凱,上櫃,其他電子業,2019/3/21,股票,4
4767,誠泰科技,上櫃,化學工業,2018/10/29,股票,4
4768,晶呈科技,上櫃,化學工業,2022/4/13,股票,4
4772,台特化,上櫃,化學工業,2024/9/20,股票,4
4804,大略-KY,上櫃,觀光餐旅,2015/12/4,股票,4
4806,桂田文創,上櫃,文化創意業,2016/3/9,股票,4
4903,聯光通,上櫃,通信網路業,2001/5/14,股票,4
4905,台聯電,上櫃,通信網路業,2001/12/7,股票,4
4907,富宇,上櫃,建材營造業,2002/3/4,股票,4
4908,前鼎,上櫃,通信網路業,2002/2/27,股票,4
4909,新復興,上櫃,通信網路業,2002/11/28,股票,4
4911,德英,上櫃,生技醫療業,2011/3/21,股票,4
4923,力士,上櫃,半導體業,2022/3/14,股票,4
4924,欣厚-KY,上櫃,電腦及週邊設備業,2011/10/18,股票,4
4931,新盛力,上櫃,電腦及週邊設備業,2019/9/17,股票,4
4933,友輝,上櫃,光電業,2010/5/4,股票,4
4939,亞電,上櫃,電子零組件業,2011/9/19,股票,4
4946,辣椒,上櫃,文化創意業,2011/6/10,股票,4
4950,金耘國際,上櫃,鋼鐵工業,2012/4/27,股票,4
4951,精拓科,上櫃,半導體業,2022/11/3,股票,4
4953,緯軟,上櫃,資訊服務業,2014/1/8,股票,4
4966,譜瑞-KY,上櫃,半導體業,2011/9/13,股票,4
4971,IET-KY,上櫃,半導體業,2013/7/24,股票,4
4972,湯石照明,上櫃,光電業,2013/6/17,股票,4
4973,廣穎,上櫃,半導體業,2012/6/19,股票,4
4974,亞泰,上櫃,電子零組件業,2011/11/29,股票,4
4979,華星光,上櫃,通信網路業,2011/12/12,股票,4
4987,科誠,上櫃,電腦及週邊設備業,2012/3/21,股票,4
4991,環宇-KY,上櫃,半導體業,2014/9/15,股票,4
4995,晶達,上櫃,光電業,2012/5/9,股票,4
5009,榮剛,上櫃,鋼鐵工業,1998/10/17,股票,4
5011,久陽,上櫃,鋼鐵工業,1999/5/6,股票,4
5013,強新,上櫃,鋼鐵工業,2000/5/8,股票,4
5014,建錩,上櫃,鋼鐵工業,2001/2/15,股票,4
5015,華祺,上櫃,鋼鐵工業,2000/12/15,股票,4
5016,松和,上櫃,鋼鐵工業,2001/3/5,股票,4
5201,凱衛,上櫃,資訊服務業,2000/10/12,股票,4
5202,力新,上櫃,資訊服務業,2000/10/18,股票,4
5205,中茂,上櫃,綠能環保,2001/5/14,股票,4
5206,坤悅,上櫃,建材營造業,2001/10/8,股票,4
5209,新鼎,上櫃,其他業,2002/2/25,股票,4
5210,寶碩,上櫃,資訊服務業,2002/4/25,股票,4
5211,蒙恬,上櫃,資訊服務業,2002/12/23,股票,4
5212,凌網,上櫃,資訊服務業,2003/3/24,股票,4
5213,亞昕,上櫃,建材營造業,2003/4/24,股票,4
5220,萬達光電,上櫃,光電業,2018/4/26,股票,4
5223,安力-KY,上櫃,電腦及週邊設備業,2018/7/2,股票,4
5227,立凱-KY,上櫃,電子零組件業,2013/12/9,股票,4
5228,鈺鎧,上櫃,電子零組件業,2022/5/20,股票,4
5230,雷笛克光學,上櫃,光電業,2012/6/5,股票,4
5236,凌陽創新,上櫃,半導體業,2021/7/29,股票,4
5245,智晶,上櫃,光電業,2015/5/25,股票,4
5251,天鉞電,上櫃,光電業,2012/11/26,股票,4
5263,智崴,上櫃,文化創意業,2012/12/18,股票,4
5272,笙科,上櫃,半導體業,2013/5/30,股票,4
5274,信驊,上櫃,半導體業,2013/4/30,股票,4
5276,達輝-KY,上櫃,其他業,2014/6/12,股票,4
5278,尚凡*,上櫃,數位雲端,2013/6/4,股票,4
5287,數字,上櫃,數位雲端,2014/1/20,股票,4
5289,宜鼎,上櫃,電腦及週邊設備業,2013/11/27,股票,4
5291,邑昇,上櫃,電子零組件業,2014/12/23,股票,4
5299,杰力,上櫃,半導體業,2018/1/23,股票,4
5301,寶得利,上櫃,觀光餐旅,1990/6/25,股票,4
5302,太欣,上櫃,半導體業,1991/1/17,股票,4
5309,系統電,上櫃,電子零組件業,1996/3/18,股票,4
5310,天剛,上櫃,資訊服務業,1996/4/9,股票,4
5312,寶島科,上櫃,生技醫療業,1996/5/25,股票,4
5314,世紀*,上櫃,其他業,1996/9/16,股票,4
5315,光聯,上櫃,光電業,1996/11/2,股票,4
5321,美而快,上櫃,數位雲端,1996/12/30,股票,4
5324,士開,上櫃,建材營造業,1997/1/30,股票,4
5328,華容,上櫃,電子零組件業,1997/8/28,股票,4
5340,建榮,上櫃,電子零組件業,1998/1/20,股票,4
5344,立衛,上櫃,半導體業,1998/3/23,股票,4
5345,馥鴻,上櫃,其他業,1998/3/23,股票,4
5347,世界,上櫃,半導體業,1998/3/25,股票,4
5348,正能量智能,上櫃,運動休閒,2025/6/2,股票,4
5351,鈺創,上櫃,半導體業,1998/5/15,股票,4
5353,台林,上櫃,通信網路業,1998/5/18,股票,4
5355,佳總,上櫃,電子零組件業,1998/6/23,股票,4
5356,協益,上櫃,電腦及週邊設備業,1998/7/20,股票,4
5364,力麗店,上櫃,觀光餐旅,2013/8/26,股票,4
5371,中光電,上櫃,光電業,1999/1/20,股票,4
5381,光譜,上櫃,電子零組件業,1999/3/19,股票,4
5386,青雲,上櫃,電腦及週邊設備業,1999/5/13,股票,4
5392,能率,上櫃,光電業,1999/6/14,股票,4
5398,慕康生醫,上櫃,其他業,1999/10/11,股票,4
5403,中菲,上櫃,資訊服務業,1999/10/15,股票,4
5410,國眾,上櫃,資訊服務業,1999/11/26,股票,4
5425,台半,上櫃,半導體業,2000/2/21,股票,4
5426,振發,上櫃,電腦及週邊設備業,2000/2/9,股票,4
5432,新門,上櫃,綠能環保,2000/3/21,股票,4
5438,東友,上櫃,電腦及週邊設備業,2000/6/17,股票,4
5439,高技,上櫃,電子零組件業,2000/6/26,股票,4
5443,均豪,上櫃,半導體業,1998/2/9,股票,4
5450,南良,上櫃,其他業,2020/6/1,股票,4
5452,佶優,上櫃,其他電子業,2000/10/2,股票,4
5455,昇益,上櫃,建材營造業,2000/10/19,股票,4
5457,宣德,上櫃,電子零組件業,2000/9/29,股票,4
5460,同協,上櫃,電子零組件業,2000/9/28,股票,4
5464,霖宏,上櫃,電子零組件業,2000/11/8,股票,4
5465,富驊,上櫃,電腦及週邊設備業,2000/11/8,股票,4
5468,凱鈺,上櫃,半導體業,2001/1/17,股票,4
5474,聰泰,上櫃,電腦及週邊設備業,2001/3/20,股票,4
5475,德宏,上櫃,電子零組件業,2001/1/16,股票,4
5478,智冠,上櫃,文化創意業,2001/3/29,股票,4
5481,新華,上櫃,其他業,2020/6/1,股票,4
5483,中美晶,上櫃,半導體業,2001/3/2,股票,4
5487,通泰,上櫃,半導體業,2001/2/20,股票,4
5488,松普,上櫃,電子零組件業,2001/3/12,股票,4
5489,彩富,上櫃,其他電子業,2001/3/12,股票,4
5490,同亨,上櫃,電腦及週邊設備業,2001/5/14,股票,4
5493,三聯,上櫃,其他電子業,2001/5/3,股票,4
5498,凱崴,上櫃,電子零組件業,2001/3/29,股票,4
5508,永信建,上櫃,建材營造業,1998/5/13,股票,4
5511,德昌,上櫃,建材營造業,1998/12/9,股票,4
5512,力麒,上櫃,建材營造業,1998/12/4,股票,4
5514,三豐,上櫃,建材營造業,1998/12/29,股票,4
5516,雙喜,上櫃,建材營造業,1999/3/23,股票,4
5520,力泰,上櫃,建材營造業,1999/10/27,股票,4
5523,豐謙,上櫃,建材營造業,1999/12/27,股票,4
5529,鉅陞,上櫃,建材營造業,1996/1/12,股票,4
5530,龍巖,上櫃,其他業,2000/10/4,股票,4
5536,聖暉*,上櫃,其他電子業,2010/11/10,股票,4
5543,桓鼎-KY,上櫃,建材營造業,2016/5/9,股票,4
5547,久舜,上櫃,建材營造業,2026/2/3,股票,4
5548,安倉,上櫃,建材營造業,2024/3/18,股票,4
5601,台聯櫃,上櫃,航運業,1994/11/24,股票,4
5603,陸海,上櫃,航運業,1997/1/25,股票,4
5604,中連,上櫃,其他業,1997/5/22,股票,4
5609,中菲行,上櫃,航運業,2001/10/15,股票,4
5701,劍湖山,上櫃,觀光餐旅,1998/3/12,股票,4
5703,亞都,上櫃,觀光餐旅,1999/6/15,股票,4
5704,老爺知,上櫃,觀光餐旅,1999/12/21,股票,4
5864,致和證,上櫃,金融保險業,2018/4/2,股票,4
5878,台名,上櫃,金融保險業,2014/10/28,股票,4
5902,德記,上櫃,居家生活,1998/2/7,股票,4
5903,全家,上櫃,居家生活,2002/2/25,股票,4
5904,寶雅,上櫃,居家生活,2002/9/6,股票,4
5905,南仁湖,上櫃,觀光餐旅,2003/6/17,股票,4
6015,宏遠證,上櫃,金融保險業,1996/7/25,股票,4
6016,康和證,上櫃,金融保險業,1996/12/4,股票,4
6020,大展證,上櫃,金融保險業,2003/1/23,股票,4
6021,美好證,上櫃,金融保險業,2003/4/21,股票,4
6023,元大期,上櫃,金融保險業,2007/11/28,股票,4
6026,福邦證,上櫃,金融保險業,2016/1/27,股票,4
6028,公勝保經,上櫃,金融保險業,2026/3/30,股票,4
6101,寬魚國際,上櫃,文化創意業,2001/3/29,股票,4
6103,合邦,上櫃,半導體業,2001/5/7,股票,4
6104,創惟,上櫃,半導體業,2001/5/22,股票,4
6109,亞元,上櫃,通信網路業,2001/7/26,股票,4
6111,光聚晶電,上櫃,文化創意業,2026/3/12,股票,4
6113,亞矽,上櫃,電子通路業,2001/8/10,股票,4
6114,久威,上櫃,電子零組件業,2001/9/27,股票,4
6118,建達,上櫃,電子通路業,2001/10/25,股票,4
6121,新普,上櫃,電腦及週邊設備業,2001/11/27,股票,4
6122,擎邦,上櫃,電機機械,2000/7/14,股票,4
6123,上奇,上櫃,資訊服務業,2002/1/23,股票,4
6124,業強,上櫃,電子零組件業,2002/3/19,股票,4
6125,廣運,上櫃,光電業,2002/1/23,股票,4
6126,信音,上櫃,電子零組件業,2002/1/18,股票,4
6127,九豪,上櫃,電子零組件業,2002/1/10,股票,4
6129,普誠,上櫃,半導體業,2001/12/25,股票,4
6130,上亞科技,上櫃,生技醫療業,2002/3/26,股票,4
6134,萬旭,上櫃,電子零組件業,2002/1/8,股票,4
6138,茂達,上櫃,半導體業,2002/1/18,股票,4
6140,訊達,上櫃,資訊服務業,2002/2/4,股票,4
6143,振曜,上櫃,通信網路業,2002/1/28,股票,4
6144,得利影,上櫃,文化創意業,2002/1/23,股票,4
6146,耕興,上櫃,其他電子業,2002/1/23,股票,4
6147,頎邦,上櫃,半導體業,2002/1/31,股票,4
6148,驊宏資,上櫃,資訊服務業,2002/2/1,股票,4
6150,撼訊,上櫃,電腦及週邊設備業,2002/3/11,股票,4
6151,晉倫,上櫃,其他電子業,2002/2/25,股票,4
6154,順發,上櫃,電子通路業,2002/2/18,股票,4
6156,松上,上櫃,電子零組件業,2002/2/19,股票,4
6158,禾昌,上櫃,電子零組件業,2002/2/19,股票,4
6160,欣技,上櫃,電腦及週邊設備業,2002/3/1,股票,4
6161,捷波,上櫃,電腦及週邊設備業,2002/3/1,股票,4
6163,華電網,上櫃,通信網路業,2002/3/19,股票,4
6167,久正,上櫃,光電業,2002/3/26,股票,4
6169,昱泉,上櫃,文化創意業,2002/3/22,股票,4
6170,統振,上櫃,通信網路業,2002/4/16,股票,4
6171,大城地產,上櫃,建材營造業,2002/4/22,股票,4
6173,信昌電,上櫃,電子零組件業,2002/4/19,股票,4
6174,安��,上櫃,電子零組件業,2002/5/2,股票,4
6175,立敦,上櫃,電子零組件業,2002/6/10,股票,4
6179,亞通,上櫃,其他業,2002/5/17,股票,4
6180,橘子,上櫃,文化創意業,2002/5/21,股票,4
6182,合晶,上櫃,半導體業,2002/5/16,股票,4
6185,幃翔,上櫃,電子零組件業,2002/8/9,股票,4
6186,新潤,上櫃,建材營造業,2002/8/2,股票,4
6187,萬潤,上櫃,半導體業,2002/9/27,股票,4
6188,廣明,上櫃,電腦及週邊設備業,2002/8/27,股票,4
6190,萬泰科,上櫃,通信網路業,1998/2/4,股票,4
6194,育富,上櫃,電子零組件業,2002/12/5,股票,4
6195,詩肯,上櫃,居家生活,2002/10/21,股票,4
